"Região Habilitação Atual,""UF Habilitação Atual"",""Sexo"",""Faixa Etária"",""Categoria"",""Qt. Condutor Histórico"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""3.312"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""7.601"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""32"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""121"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""9"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""6.078"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""4"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""40"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""2"""
"Norte,""Acre"",""Feminino"",""41 a 50"",""X-Condutor Ciclomotor"",""2"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""789"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""2.638"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""31"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""29"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""5"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""4.424"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""10"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""22"""
"Norte,""Acre"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""3"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""109"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""605"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""17"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""1"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""2.268"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""13"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""8"""
"Norte,""Acre"",""Feminino"",""61 a 70"",""X-Condutor Ciclomotor"",""1"""
"Norte,""Acre"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""9"""
"Norte,""Acre"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""75"""
"Norte,""Acre"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""620"""
"Norte,""Acre"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""1"""
"Norte,""Acre"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""2"""
"Norte,""Acre"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""4"""
"Norte,""Acre"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""110"""
"Norte,""Acre"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""6"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""978"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""6.263"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""AC-Condutor Moto/Caminhão"",""1"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""31"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""6.526"""
"Norte,""Amazonas"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""4"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""3.699"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""15.112"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""7"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""1.026"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""59"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""14.374"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""C-Condutor Caminhão"",""4"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""264"""
"Norte,""Amazonas"",""Masculino"",""22 a 25"",""E-Condutor Carreta"",""16"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""6.265"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""23.756"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""22"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""3.636"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""542"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""20.405"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""10"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""1.116"""
"Norte,""Amazonas"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""112"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""13.165"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""52.098"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""119"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""13.171"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""2.593"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""47.120"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""68"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""5.269"""
"Norte,""Amazonas"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""777"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""7.857"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""30.670"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""1.098"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""9.589"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""2.184"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""42.441"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""1.080"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""7.485"""
"Norte,""Amazonas"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""1.305"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""3.201"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""12.773"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""2.118"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""4.496"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""1.016"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""30.967"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""3.416"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""7.126"""
"Norte,""Amazonas"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""1.152"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""891"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""4.908"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""1.012"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""1.979"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""350"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""B-Condutor Carro"",""19.757"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""C-Condutor Caminhão"",""2.715"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""D-Condutor Ônibus"",""5.139"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""E-Condutor Carreta"",""666"""
"Norte,""Amazonas"",""Masculino"",""61 a 70"",""XC-Condutor Ciclomotor/Caminhão"",""1"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""A-Condutor Moto"",""162"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""AB-Condutor Moto/Carro"",""1.502"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""237"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""255"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""29"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""B-Condutor Carro"",""8.634"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""C-Condutor Caminhão"",""1.302"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""D-Condutor Ônibus"",""1.238"""
"Norte,""Amazonas"",""Masculino"",""71 a 80"",""E-Condutor Carreta"",""115"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""A-Condutor Moto"",""31"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""AB-Condutor Moto/Carro"",""238"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""60"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""21"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""1"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""2.721"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""752"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""199"""
"Norte,""Amazonas"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""14"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""A-Condutor Moto"",""7"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""31"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""8"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""AD-Condutor Moto/Ônibus"",""1"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""584"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""155"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""7"""
"Norte,""Amazonas"",""Masculino"",""91 a 100"",""E-Condutor Carreta"",""1"""
"Norte,""Amazonas"",""Masculino"",""101 a 120"",""A-Condutor Moto"",""1"""
"Norte,""Amazonas"",""Masculino"",""101 a 120"",""AB-Condutor Moto/Carro"",""1"""
"Norte,""Amazonas"",""Masculino"",""101 a 120"",""AC-Condutor Moto/Caminhão"",""1"""
"Norte,""Amazonas"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""37"""
"Norte,""Amazonas"",""Masculino"",""101 a 120"",""C-Condutor Caminhão"",""3"""
"Norte,""Amazonas"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""180"""
"Norte,""Amazonas"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""1.218"""
"Norte,""Amazonas"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""5.015"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""624"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""3.196"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""18"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""1"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""12.249"""
"Norte,""Amazonas"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""7"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""1.359"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""5.983"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""95"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""3"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""B-Condutor Carro"",""20.620"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""C-Condutor Caminhão"",""1"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""D-Condutor Ônibus"",""63"""
"Norte,""Amazonas"",""Feminino"",""26 a 30"",""E-Condutor Carreta"",""1"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""A-Condutor Moto"",""3.374"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""AB-Condutor Moto/Carro"",""12.911"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""5"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""432"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""33"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""B-Condutor Carro"",""51.300"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""C-Condutor Caminhão"",""2"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""D-Condutor Ônibus"",""349"""
"Norte,""Amazonas"",""Feminino"",""31 a 40"",""E-Condutor Carreta"",""12"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""A-Condutor Moto"",""2.051"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""AB-Condutor Moto/Carro"",""5.755"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""19"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""265"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""32"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""B-Condutor Carro"",""37.191"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""C-Condutor Caminhão"",""32"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""D-Condutor Ônibus"",""427"""
"Norte,""Amazonas"",""Feminino"",""41 a 50"",""E-Condutor Carreta"",""14"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""A-Condutor Moto"",""813"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""AB-Condutor Moto/Carro"",""1.774"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""29"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""100"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""11"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""B-Condutor Carro"",""21.327"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""C-Condutor Caminhão"",""66"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""D-Condutor Ônibus"",""236"""
"Norte,""Amazonas"",""Feminino"",""51 a 60"",""E-Condutor Carreta"",""10"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""A-Condutor Moto"",""230"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""AB-Condutor Moto/Carro"",""500"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""11"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""12"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""3"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""B-Condutor Carro"",""10.576"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""C-Condutor Caminhão"",""31"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""D-Condutor Ônibus"",""71"""
"Norte,""Amazonas"",""Feminino"",""61 a 70"",""E-Condutor Carreta"",""2"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""A-Condutor Moto"",""25"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""AB-Condutor Moto/Carro"",""62"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""2"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""2"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""B-Condutor Carro"",""3.357"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""C-Condutor Caminhão"",""6"""
"Norte,""Amazonas"",""Feminino"",""71 a 80"",""D-Condutor Ônibus"",""9"""
"Norte,""Amazonas"",""Feminino"",""81 a 90"",""A-Condutor Moto"",""1"""
"Norte,""Amazonas"",""Feminino"",""81 a 90"",""AB-Condutor Moto/Carro"",""7"""
"Norte,""Amazonas"",""Feminino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""1"""
"Norte,""Amazonas"",""Feminino"",""81 a 90"",""B-Condutor Carro"",""639"""
"Norte,""Amazonas"",""Feminino"",""81 a 90"",""C-Condutor Caminhão"",""2"""
"Norte,""Amazonas"",""Feminino"",""91 a 100"",""B-Condutor Carro"",""76"""
"Norte,""Amapá"",""Masculino"",""18 a 21"",""A-Condutor Moto"",""218"""
"Norte,""Amapá"",""Masculino"",""18 a 21"",""AB-Condutor Moto/Carro"",""1.291"""
"Norte,""Amapá"",""Masculino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""4"""
"Norte,""Amapá"",""Masculino"",""18 a 21"",""B-Condutor Carro"",""1.052"""
"Norte,""Amapá"",""Masculino"",""18 a 21"",""D-Condutor Ônibus"",""2"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""A-Condutor Moto"",""993"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""AB-Condutor Moto/Carro"",""3.957"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""AC-Condutor Moto/Caminhão"",""1"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""189"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""AE-Condutor Moto/Carreta"",""5"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""B-Condutor Carro"",""3.211"""
"Norte,""Amapá"",""Masculino"",""22 a 25"",""D-Condutor Ônibus"",""61"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""A-Condutor Moto"",""2.134"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""AB-Condutor Moto/Carro"",""6.244"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""AC-Condutor Moto/Caminhão"",""6"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""725"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""70"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""B-Condutor Carro"",""4.337"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""C-Condutor Caminhão"",""1"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""D-Condutor Ônibus"",""254"""
"Norte,""Amapá"",""Masculino"",""26 a 30"",""E-Condutor Carreta"",""16"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""A-Condutor Moto"",""4.298"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""AB-Condutor Moto/Carro"",""16.061"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""AC-Condutor Moto/Caminhão"",""126"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""AD-Condutor Moto/Ônibus"",""3.889"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""AE-Condutor Moto/Carreta"",""738"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""B-Condutor Carro"",""7.883"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""C-Condutor Caminhão"",""20"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""D-Condutor Ônibus"",""914"""
"Norte,""Amapá"",""Masculino"",""31 a 40"",""E-Condutor Carreta"",""69"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""A-Condutor Moto"",""1.970"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""AB-Condutor Moto/Carro"",""10.433"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""AC-Condutor Moto/Caminhão"",""761"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""AD-Condutor Moto/Ônibus"",""3.812"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""AE-Condutor Moto/Carreta"",""813"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""B-Condutor Carro"",""6.785"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""C-Condutor Caminhão"",""350"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""D-Condutor Ônibus"",""1.201"""
"Norte,""Amapá"",""Masculino"",""41 a 50"",""E-Condutor Carreta"",""175"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""A-Condutor Moto"",""670"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""AB-Condutor Moto/Carro"",""4.682"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""AC-Condutor Moto/Caminhão"",""671"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""AD-Condutor Moto/Ônibus"",""2.541"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""AE-Condutor Moto/Carreta"",""545"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""B-Condutor Carro"",""4.761"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""C-Condutor Caminhão"",""669"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""D-Condutor Ônibus"",""1.707"""
"Norte,""Amapá"",""Masculino"",""51 a 60"",""E-Condutor Carreta"",""294"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""A-Condutor Moto"",""176"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""AB-Condutor Moto/Carro"",""1.441"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""AC-Condutor Moto/Caminhão"",""307"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""AD-Condutor Moto/Ônibus"",""882"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""AE-Condutor Moto/Carreta"",""245"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""B-Condutor Carro"",""3.217"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""C-Condutor Caminhão"",""639"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""D-Condutor Ônibus"",""1.347"""
"Norte,""Amapá"",""Masculino"",""61 a 70"",""E-Condutor Carreta"",""246"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""A-Condutor Moto"",""30"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""AB-Condutor Moto/Carro"",""336"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""AC-Condutor Moto/Caminhão"",""77"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""AD-Condutor Moto/Ônibus"",""140"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""AE-Condutor Moto/Carreta"",""20"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""B-Condutor Carro"",""1.462"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""C-Condutor Caminhão"",""308"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""D-Condutor Ônibus"",""383"""
"Norte,""Amapá"",""Masculino"",""71 a 80"",""E-Condutor Carreta"",""47"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""AB-Condutor Moto/Carro"",""43"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""AC-Condutor Moto/Caminhão"",""14"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""AD-Condutor Moto/Ônibus"",""21"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""AE-Condutor Moto/Carreta"",""3"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""B-Condutor Carro"",""378"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""C-Condutor Caminhão"",""161"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""D-Condutor Ônibus"",""89"""
"Norte,""Amapá"",""Masculino"",""81 a 90"",""E-Condutor Carreta"",""5"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""AB-Condutor Moto/Carro"",""4"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""AC-Condutor Moto/Caminhão"",""1"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""AD-Condutor Moto/Ônibus"",""2"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""B-Condutor Carro"",""50"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""C-Condutor Caminhão"",""25"""
"Norte,""Amapá"",""Masculino"",""91 a 100"",""D-Condutor Ônibus"",""7"""
"Norte,""Amapá"",""Masculino"",""101 a 120"",""AC-Condutor Moto/Caminhão"",""1"""
"Norte,""Amapá"",""Masculino"",""101 a 120"",""B-Condutor Carro"",""2"""
"Norte,""Amapá"",""Feminino"",""18 a 21"",""A-Condutor Moto"",""42"""
"Norte,""Amapá"",""Feminino"",""18 a 21"",""AB-Condutor Moto/Carro"",""201"""
"Norte,""Amapá"",""Feminino"",""18 a 21"",""AD-Condutor Moto/Ônibus"",""1"""
"Norte,""Amapá"",""Feminino"",""18 a 21"",""B-Condutor Carro"",""665"""
"Norte,""Amapá"",""Feminino"",""22 a 25"",""A-Condutor Moto"",""244"""
"Norte,""Amapá"",""Feminino"",""22 a 25"",""AB-Condutor Moto/Carro"",""881"""
"Norte,""Amapá"",""Feminino"",""22 a 25"",""AD-Condutor Moto/Ônibus"",""3"""
"Norte,""Amapá"",""Feminino"",""22 a 25"",""B-Condutor Carro"",""2.392"""
"Norte,""Amapá"",""Feminino"",""22 a 25"",""D-Condutor Ônibus"",""1"""
"Norte,""Amapá"",""Feminino"",""26 a 30"",""A-Condutor Moto"",""607"""
"Norte,""Amapá"",""Feminino"",""26 a 30"",""AB-Condutor Moto/Carro"",""1.780"""
"Norte,""Amapá"",""Feminino"",""26 a 30"",""AD-Condutor Moto/Ônibus"",""18"""
"Norte,""Amapá"",""Feminino"",""26 a 30"",""AE-Condutor Moto/Carreta"",""1"""
